id,start_time,end_time,length,removed_from_corpus,changed,new_name,new_start,new_end,Explanation,r1,a1,r2,a2,speaker_1,speaker_1_gender,speaker_1_role,speaker_2,speaker_2_gender,speaker_2_role,mean_score,Text,Dash
174_Unikowsky_Roberts_WAvCoug,1731.04,1737.04,6,,,,,,,50,48,66,58,Unikowsky,m,a,Roberts,m,j,58," Yes, that's Cougar Den,
Your Honor. ",FALSE
176_Ginsburg_Clement_VAvGolden,3584.96,3590.96,6,,,,,,,50,25,50,34,Ginsburg,f,j,Clement,f,a,50," -- Mr. Clement, in 30 years. ",FALSE
181_Roberts_Unikowsky_WAvCoug,1834.48,1840.48,6,,,,,,,50,18,34,22,Roberts,m,j,Unikowsky,m,a,42, It suggests that it's -- it's based on possession if it's based on right there at that moment how much do you have. ,FALSE
182_Unikowsky_Alito_WAvCoug,1885.56,1891.56,6,,,,,,,50,14,36,33,Unikowsky,m,a,Alito,m,j,43," Well,
I don't agree -- I don't think that you can just say a tax is on a good. ",FALSE
211_Alito_Schrup_KahlervKansas,3544.36,3550.36,6,,,,,,,50,8,58,65,Alito,m,j,Schrup,f,a,54, -- ask you a question if you -- if you've finished your -- your -- the comments that you want to make. In your reply brief you say that the state's premise is that insanity was traditionally tied to a lack of mens rea. ,FALSE
279_Alito_Unikowsky_WAvCoug,2753.2,2759.2,6,,,,,,,50,25,56,44,Alito,m,j,Unikowsky,m,a,53," If the relevant taxable event is the possession, the first possession within the border of Washington? ",FALSE
288_Ginsburg_Unikowsky_WAvCoug,2983.48,2989.48,6,,,,,,,50,34,50,48,Ginsburg,f,j,Unikowsky,m,a,50," And they sell to not people, not exclusively people on the reservation, right? ",FALSE
303_Unikowsky_Roberts_WAvCoug,3341.72,3347.72,6,,,,,,,50,48,5,55,Unikowsky,m,a,Roberts,m,j,27.5, Yes. ,FALSE
32_Ginsburg_Schrup_KahlervKansas,753.32,759.32,6,,,,,,,50,53,95,64,Ginsburg,f,j,Schrup,f,a,72.5," With respect to history, can we take into account the reality, in the old days at common law, the result of the insanity defense would be you were sent to bedlam, where the conditions were often far worse than in prison? So someone might decide, no, I'm not going to plead insanity, because then I'll end up with an incarceration worse than prison. Do we take that into account in deciding the function of the insanity defense? ",FALSE
34_Roberts_Schrup_KahlervKansas,838.84,844.84,6,,,,,,,50,62,100,70,Roberts,m,j,Schrup,f,a,75, The things that I -- I think is underlying a lot of the debate is the expansive notion of what counts as evidence. ,FALSE
51_Purcell_Gorsuch_WAvCoug,510.28,516.28,6,,,,,,,50,24,40,42,Purcell,m,a,Gorsuch,m,j,45," Well,
but -- but -- but Cougar Den is seeking to expand that to say the state can do anything that would protect public safety. ",FALSE
66_Kavanaugh_Purcell_WAvCoug,670.96,676.96,6,,,,,,,50,19,33,15,Kavanaugh,m,j,Purcell,m,a,41.5," But the effect -- the effect was that, in taking your goods to market, which was the promise, in exchange for a huge area of land, an area of land the size of the State of Maryland that was given up by the tribe, that you could take your goods to market. And this burdens, as Justice Kagan said, this burdens substantially their ability to take goods to market. ",FALSE
79_Purcell_Kavanaugh_WAvCoug,874.84,880.84,6,,,,,,,50,19,64,57,Purcell,m,a,Kavanaugh,m,j,57," Well,
if the state had a rule that diseased pigs could not leave a certain area,
under the -- under Crudenser,
the state could not apply that rule. And -- and so this is a regulation of the goods,
a tax to the goods,
not a tax on the travel. ",FALSE
81_Hinkel_Roberts_MitchellvWisconsin,1115.68,1121.68,6,,,,,,,50,15,67,38,Hinkel,m,a,Roberts,m,j,58.5," Well, and -- there -- there's just no indication that -- that there was ever a thought of a warrant. ",FALSE
92_Roberts_Hinkel_MitchellvWisconsin,1242.08,1248.08,6,,,,,,,50,48,97,60,Roberts,m,j,Hinkel,m,a,73.5," Well, no, but I do have to have a reason you don't think it's okay. ",FALSE
95_Heytens_Roberts_VAvGolden,2264.84,2270.84,6,,,,,,,50,19,38,20,Heytens,f,a,Roberts,m,j,44, Sure. ,FALSE
150_Kavanaugh_Crouse_KahlervKansas,2543.76,2549.76,6,,,,,,,51,4,83,8,Kavanaugh,m,j,Crouse,m,a,67," Well, since the early 1800s, at least, to the late 20th century in the United States, didn't every state allow some form of a separate insanity defense at the guilt phase? ",FALSE
151_Ginsburg_Jurss_MitchellvWisconsin,2115.52,2121.52,6,,,,,,,51,51,50,24,Ginsburg,f,j,Jurss,f,a,50.5, It doesn't mean that you can't say you can drive on our roads. You have to answer for any damages that you cause. ,FALSE
39_Breyer_Clement_VAvGolden,806.56,812.56,6,,,,,,,54,6,83,23,Breyer,m,j,Clement,f,a,68.5," I can think of one thing to do, which is you forget about the first trial. ",FALSE
88_Sotomayor_Crouse_KahlervKansas,1723.92,1729.92,6,,,,,,,55,9,79,64,Sotomayor,f,j,Crouse,m,a,67," I -- I understand what you're saying, but I have a problem because, as I understand the mens rea test, it takes away excusing a person who, from the 15 -- 1400s, would have been considered a lunatic, a person who hears voices and the voices tell him or her what to do, and they have no volition to fight back. They -- many of them know they're killing somebody. ",FALSE
14_Ginsburg_Clement_VAvGolden,267.6,273.6,6,,,,,,,56,15,56,25,Ginsburg,f,j,Clement,f,a,56," -- Mr. Clement, the -- the change from the current representative to another, that's a frequent occurrence. ",FALSE
161_Crouse_Alito_KahlervKansas,2623.24,2629.24,6,,,,,,,56,4,64,69,Crouse,m,a,Alito,m,j,60," The mens rea element would be consistent in an attempt to commit a crime, yes. ",FALSE
178_Unikowsky_Roberts_WAvCoug,1810.4,1816.4,6,,,,,,,56,15,0,21,Unikowsky,m,a,Roberts,m,j,28," Well,
it's -- it's the -- it's the owner's transportation either itself or via an agent. ",FALSE
213_Jurss_Roberts_MitchellvWisconsin,3083.92,3089.92,6,,,,,,,56,12,67,24,Jurss,f,a,Roberts,m,j,61.5," Well, that would certainly be helpful. ",FALSE
142_Kavanaugh_Elias_VAvGolden,2916.32,2922.32,6,,,,,,,57,25,50,26,Kavanaugh,m,j,Elias,f,a,53.5," If you have to have a majority-minority district, and I thought it was also widely agreed that a bare majority would not be good enough for any of these districts, and then you consult and you consult with the Black Caucus and you consult with others and everyone agrees it has to be more than a bare majority, I'm wondering why 55 is such -- so problematic here, given that the states have to have some flexibility -- I don't -- pinpointing 53.5 versus 54.2 versus 55 when they've done the kind of outreach and consulting, everyone approves, the attorney general -- the U.S. attorney general preclears. I'd just like your response to all of that. ",FALSE
22_Alito_Hinkel_MitchellvWisconsin,571.76,577.76,6,,,,,,,57,20,100,21,Alito,m,j,Hinkel,m,a,78.5," Well, it's very -- it's easy to say, well, you can always get a warrant and -- at 2:00 on Christmas morning. You can find -- you know, every state can find a prosecutor and wake up some judge to -- to grant the warrant. ",FALSE
49_Hinkel_Breyer_MitchellvWisconsin,839.8,845.8,6,,,,,,,57,20,76,75,Hinkel,m,a,Breyer,m,j,66.5," If there's no indication that a crime has been committed, then there would be no justification for a search. ",FALSE
6_Sotomayor_Purcell_WAvCoug,58.2,64.2,6,,,,,,,57,6,100,19,Sotomayor,f,j,Purcell,m,a,78.5," They take the truck, they leave your state, they go to another state, they buy the fuel. ",FALSE
63_Ratner_Kavanaugh_VAvGolden,1588.12,1594.12,6,,,,,,,57,21,96,36,Ratner,m,a,Kavanaugh,m,j,76.5," So let me give you two responses, Justice Kagan. The -- the first is that I don't think it's true that there are current blurred lines of accountability. ",FALSE
2_Ginsburg_Schrup_KahlervKansas,191.72,197.72,6,,,,,,,58,4,96,64,Ginsburg,f,j,Schrup,f,a,77," Well, before you do that, you're relying on due process. ",FALSE
26_Clement_Sotomayor_VAvGolden,528.96,534.96,6,,,,,,,58,3,5,75,Clement,f,a,Sotomayor,f,j,31.5, The answer is yes. ,FALSE
58_Alito_Ratner_VAvGolden,1442.6,1448.6,6,,,,,,,59,3,73,22,Alito,m,j,Ratner,m,a,66," Well, when were they supposed to do that? At what -- at what point was the -- was their standing challenged so that they would have an obligation to come forward with evidence? ",FALSE
94_Breyer_Heytens_VAvGolden,2236.56,2242.56,6,,,,,,,59,3,59,68,Breyer,m,j,Heytens,f,a,59," But nobody can, because we will have held nobody can, but where the elections turn out that it's the same governor party and the House party, it's all different. ",FALSE
125_Gorsuch_Crouse_KahlervKansas,2355.2,2361.2,6,,,,,,,60,4,80,31,Gorsuch,m,j,Crouse,m,a,70," How about -- how about the mens rea aspect of that? I -- I -- I just want to follow up on Justice Breyer's question as well, and Justice Kagan. ",FALSE
131_Kagan_Jurss_MitchellvWisconsin,1789.44,1795.44,6,,,,,,,60,25,99,53,Kagan,f,j,Jurss,f,a,79.5," Well, start with the consent. ",FALSE
139_Gorsuch_Adams_WAvCoug,1371.8,1377.8,6,,,,,,,60,19,35,60,Gorsuch,m,j,Adams,f,a,47.5," -- what kind of promise is that? Given the constitutional rights to travel and equal protection, is that a -- is that a -- is that an illusory promise, the promise you've just described? ",FALSE
147_Sotomayor_Jurss_MitchellvWisconsin,2045.56,2051.56,6,,,,,,,60,20,74,21,Sotomayor,f,j,Jurss,f,a,67, But we've always said that reasonable -- how can it be reasonable when you don't know that that invasion is necessarily part of the law? You know that not driving intoxicated should be part of the law. ,FALSE
306_Sotomayor_Unikowsky_WAvCoug,3372.84,3378.84,6,,,,,,,60,18,28,23,Sotomayor,f,j,Unikowsky,m,a,44, The problem is it's not consistent. ,FALSE
133_Sotomayor_Adams_WAvCoug,1323.4,1329.4,6,,,,,,,61,57,34,58,Sotomayor,f,j,Adams,f,a,47.5," Well,
the one difference that you can't get around is they didn't sign a treaty and give away that much real estate to get nothing in return,
to be treated exactly like every other citizen in traveling the highway. ",FALSE
146_Kavanaugh_Elias_VAvGolden,3146.76,3152.76,6,,,,,,,61,2,92,67,Kavanaugh,m,j,Elias,f,a,76.5," But -- but, again, if -- if a state faced with these facts said, we're going to do 52 percent or 53 percent, they would be hammered from the other side, saying you are discriminating against African American voters because you're not giving the voters a sufficient opportunity to elect the candidate of their choice. And so they -- they do more here by going with 55. ",FALSE
56_Kagan_Schrup_KahlervKansas,1207.28,1213.28,6,,,,,,,61,65,98,70,Kagan,f,j,Schrup,f,a,79.5," Ms. Schrup, do you have any information about how this works in the 46 states that have the rule that you prefer? In other words, how often do people raise insanity defenses? How often do juries actually find insanity? If this were in one of the other 46 states, how would it operate? But -- or -- or not if this case was. ",FALSE
7_Hinkel_Ginsburg_MitchellvWisconsin,120.32,126.32,6,,,,,,,61,20,58,65,Hinkel,m,a,Ginsburg,f,j,59.5," What I'm trying to express is that once we accept that a -- the simple existence of a statute can provide consent, then reasonableness doesn't really enter into the picture anymore. A -- a search that's based on consent is reasonable regardless of any other factors. If a police officer comes to my house and says, hey, I'd like to come in and look around, do you mind, and I say yes, it doesn't matter if he has any suspicion. So these are the kinds of situations that we find ourselves in if we permit that -- that a statute can bring about consent. ",FALSE
163_Elias_Roberts_VAvGolden,3424.24,3430.24,6,,,,,,,62,26,45,75,Elias,f,a,Roberts,m,j,53.5," Well, for two reasons. First of all, I think the Court addressed district by district that there were, in fact, black voters moved based on race on a district-by-district basis. And that's part of the reason why, Justice Kagan, I pointed you to the facts of HD 75, where predominance was found and BVAP went from 55.3 to 55.4. The -- the test is not whether BVAP stayed the same. ",FALSE
212_Roberts_Jurss_MitchellvWisconsin,3043.92,3049.92,6,,,,,,,63,0,32,21,Roberts,m,j,Jurss,f,a,47.5," I mean, you have a card saying if -- he's anticipating being unconscious while he's driving a car. (Laughter.) ",FALSE
188_Kavanaugh_Jurss_MitchellvWisconsin,2660.36,2666.36,6,,,,,,,64,40,64,41,Kavanaugh,m,j,Jurss,f,a,64, Maybe I'll just ask it generally. ,FALSE
119_Kavanaugh_Heytens_VAvGolden,2467.44,2473.44,6,,,,,,,65,42,38,48,Kavanaugh,m,j,Heytens,f,a,51.5," What do we -- what do we do with Beens? If I were a lower court judge, I would think Beens is controlling. ",FALSE
13_Hinkel_Sotomayor_MitchellvWisconsin,223.36,229.36,6,,,,,,,65,20,68,39,Hinkel,m,a,Sotomayor,f,j,66.5, The Wisconsin statute at issue here doesn't lead to that result. ,FALSE
18_Roberts_Hinkel_MitchellvWisconsin,362.4,368.4,6,,,,,,,65,44,97,57,Roberts,m,j,Hinkel,m,a,81," Although it's -- it's -- you know, ignorance of the law is no excuse. ",FALSE
246_Unikowsky_Kavanaugh_WAvCoug,2335.84,2341.84,6,,,,,,,65,24,73,55,Unikowsky,m,a,Kavanaugh,m,j,69," Well,
so this is the line the Court drew in the Tulee case with respect to the fishing clause and in the Puyallup case. ",FALSE
298_Kavanaugh_Unikowsky_WAvCoug,3164.08,3170.08,6,,,,,,,65,14,90,56,Kavanaugh,m,j,Unikowsky,m,a,77.5," And another question,
which is your -- your position depends on disaggregating possession and transportation,
but you could possess something without transporting. ",FALSE
43_Purcell_Kagan_WAvCoug,359.72,365.72,6,,,,,,,65,55,75,72,Purcell,m,a,Kagan,f,j,70," No,
Your Honor. ",FALSE
58_Gorsuch_Purcell_WAvCoug,555.36,561.36,6,,,,,,,65,50,32,58,Gorsuch,m,j,Purcell,m,a,48.5," But it does regulate the questions that we've been talking about in terms of it does provide some safety regulations, for example, right? ",FALSE
9_Hinkel_Ginsburg_MitchellvWisconsin,164.28,170.28,6,,,,,,,65,0,50,54,Hinkel,m,a,Ginsburg,f,j,57.5," Under Birchfield, no. That's the whole thing of Birchfield, that the states can impose that sort of condition on the decision to operate. ",FALSE
112_Heytens_Alito_VAvGolden,2379.96,2385.96,6,,,,,,,66,5,18,58,Heytens,f,a,Alito,m,j,42," Well, I also don't think this Court needs to decide in this case whether an individual legislator or candidate would have standing. ",FALSE
112_Hinkel_Breyer_MitchellvWisconsin,1423.52,1429.52,6,,,,,,,66,40,66,41,Hinkel,m,a,Breyer,m,j,66," If I may, I agree with Your Honor that conditions can be attached to -- to operating on the roads. ",FALSE
15_Purcell_Sotomayor_WAvCoug,122.72,128.72,6,,,,,,,66,37,74,67,Purcell,m,a,Sotomayor,f,j,70," Not if they lack a license like Cougar Den,
Your Honor. ",FALSE
187_Alito_Unikowsky_WAvCoug,1924.8,1930.8,6,,,,,,,66,18,68,60,Alito,m,j,Unikowsky,m,a,67," Well, I thought you just said we have to focus on what the statute says is being taxed, so if the statute says expressly possession is being taxed, that doesn't matter. ",FALSE
196_Breyer_Unikowsky_WAvCoug,2064.88,2070.88,6,,,,,,,66,0,90,56,Breyer,m,j,Unikowsky,m,a,78, But I'd like -- I'd like -- like to -- I'd like to know what your position is then. ,FALSE
227_Alito_Hinkel_MitchellvWisconsin,3484.96,3490.96,6,,,,,,,66,41,66,40,Alito,m,j,Hinkel,m,a,66," Didn't we just hear some reasons why the warrant would -- would -- the warrant requirement would create problems? I mean, I'd like to hear your response to that. If -- if there's a crash, the need to attend to people who may be injured in the crash, the need to attend to the medical needs of the person who is unconscious, once at the hospital the -- the potential that medical care may interfere with the -- with the accuracy of a subsequent blood draw, the possibility that if the medical treatment proceeds at the hospital before a warrant -- before the blood draw for the presence of drugs or alcohol can be administered, it may not be possible to do it because of what -- the care that the person is being given. ",FALSE
